"CPU_time";"path_cost";"tree_size";
"0.0000";"inf";"0";
"9.9325";"315061.2174";"3640863";
"11.9887";"236532.9918";"4350533";
"15.1837";"132574.6440";"5447744";
"18.1956";"131145.8162";"6312143";
"26.0817";"130913.1284";"8714999";
